episode,phase,starting_stones,steps,avg_return,ema_return,win_rate,draw_rate,policy_loss,value_loss,entropy,kl_div,clip_frac,grad_norm,lr,cycle_step,last_reset_event,minimax_depth_beaten,clone_gen,active_mm_max_depth,shaping_mult,wr_vs_mm_d1,wr_vs_mm_d2,wr_vs_mm_d3,wr_vs_mm_d4,wr_vs_mm_d5,wr_vs_mm_d6,wr_vs_mm_d7,wr_vs_random,wr_vs_self,slope_angle_d1,slope_angle_d2,slope_angle_d3,slope_angle_d4,slope_angle_d5,slope_angle_d6,slope_angle_d7,samples_in_window_d1,samples_in_window_d2,samples_in_window_d3,samples_in_window_d4,samples_in_window_d5,samples_in_window_d6,samples_in_window_d7,eps_per_sec
14554595,5,6,421521985,2.6166497481901168,1.9164814420061533,0.95325,0.0025,-0.018430924582635125,0.166567685348647,0.692993958791097,0.01316712565335726,0.14871991011831495,0.3112427890300751,0.00029999950473785406,4,clone,0,61,7,0.0,0.978,0.988,0.89,0.874,0.814,0.864,0.862,0.996,0.95,-0.9924531816469463,1.388612215653927,0.6478885676285128,-2.2699646021338573,-5.295712986476092,2.4075894743225086,-1.2818330140462986,20,20,20,20,20,20,20,165.56980461774057
14579178,5,6,422017456,0.37576617970468107,1.8394456788910796,0.45025,0.0015,-0.0007593449148716348,0.5003704062917016,1.0867027071389286,0.09319001381906371,0.3094489994374188,0.26995745301246643,0.00029999996904609983,1,clone,0,62,7,0.0,0.974,0.986,0.89,0.872,0.844,0.858,0.854,0.994,0.426,-1.0269061060474756,1.2577203223588507,0.7340350885689476,-2.404149184663429,-5.811236440380672,0.7616012929700294,-1.9774266851344184,20,20,20,20,20,20,20,165.9162200872642
14603761,5,6,422654528,1.6175539568345325,1.8283510927882523,0.758,0.009,-0.0027886753978012243,0.2883862488799625,1.2436866671950728,0.013024848241956882,0.22531146970060137,0.34771257638931274,0.00029999950473785406,4,clone,0,62,7,0.0,0.972,0.984,0.894,0.87,0.862,0.856,0.83,0.992,0.704,-1.2301624153042692,1.0337966026018008,1.0027891354680083,-1.6434641211607766,-5.524566316555612,-0.12062251550707918,-3.603582625116572,20,20,20,20,20,20,20,166.16052618884504
14628338,5,6,423303899,0.23428633183997483,1.7486478547408384,0.4755,0.005,0.0011265138950659007,0.45967828163078855,1.2127914499668848,0.15256808009109504,0.3519525464091982,0.274382621049881,0.00029999996904609983,1,clone,0,63,7,0.0,0.972,0.984,0.894,0.874,0.844,0.852,0.846,0.996,0.404,-1.3989451866519411,0.7891671447679173,1.2439414407856715,-1.3576127632736537,-5.722535729354779,-0.134407897869703,-3.8541026184120155,20,20,20,20,20,20,20,166.06028546039423
14652917,5,6,424075742,1.5553867392419043,1.7389847989658918,0.75675,0.0475,-0.007051329241435537,0.21466241265628852,1.6285915959115123,0.01227893655224904,0.23639924459013284,0.354367196559906,0.00029999950473785406,4,clone,0,63,7,0.0,0.972,0.986,0.894,0.87,0.852,0.806,0.774,0.998,0.716,-1.5332652829804543,0.6616722179586002,1.4574969500670079,-1.240496697844383,-5.565536520670639,-1.2680543881416872,-6.512997800719852,20,20,20,20,20,20,20,165.83386019089585
14677493,5,6,424956301,0.694551030907436,1.6867631105629688,0.595,0.099,-0.014409482319465358,0.2801611777959448,1.2753515180313226,0.04577401719253623,0.27018775565154624,0.2403934746980667,0.00029999996904609983,1,clone,0,64,7,0.0,0.972,0.986,0.892,0.868,0.814,0.808,0.836,0.996,0.48,-1.6331334840928005,0.513494290476755,1.4333877622040587,-1.1474853294807696,-6.499389345555838,-3.3529245890573383,-6.5742266953452875,20,20,20,20,20,20,20,165.58625250795552
14702071,5,6,425879187,2.217303423848878,1.7132901262272642,0.8865,0.019,-0.01722063213764202,0.17775996809914,1.3154285078956967,0.012437385276314758,0.22370495824586778,0.6153745651245117,0.00029999950473785406,4,clone,2,64,7,0.0,0.972,0.986,0.892,0.868,0.832,0.78,0.786,0.998,0.902,-1.6262463336649589,0.3446321114469768,1.3748347805694867,-0.9338815761610154,-6.5027915284504765,-6.257718082955099,-9.482999139467687,20,20,20,20,20,20,20,165.32730248253432
14726649,5,6,426643174,0.8826015779092703,1.6717556988113644,0.60275,0.0225,-0.00567084319168227,0.361871184963806,1.3390249282706017,0.05952160122037372,0.31785425397695277,0.23459181189537048,0.00029999996904609983,1,clone,2,65,7,0.0,0.972,0.986,0.894,0.868,0.79,0.78,0.74,0.988,0.536,-1.6503511532007917,0.22745874177907577,1.4196108549282178,-0.8098412945479837,-7.704101322993596,-9.389094732348008,-12.33343422221668,20,20,20,20,20,20,20,165.0328238832592
14751229,5,6,427340613,2.407507201767886,1.7085432739591904,0.90725,0.0075,-0.016287157935902286,0.18950566076315367,1.059999793003767,0.018221978184719306,0.20853685243771627,0.25641119480133057,0.00029999950473785406,4,clone,2,65,7,0.0,0.97,0.988,0.896,0.87,0.794,0.78,0.742,0.986,0.926,-1.6331334840928005,0.1619786143144936,1.4953817704381354,-0.6513344873041871,-8.545089807307937,-11.170685066273544,-15.139283752142083,20,20,20,20,20,20,20,164.78168000094738
14775805,5,6,427994597,-0.2369505895342876,1.6112685807845164,0.36375,0.0245,0.0053053054445492175,0.4015645738001223,1.455168746135853,0.10976542384122256,0.39483783228529823,1.1497830152511597,0.00029999996904609983,1,clone,2,66,7,0.0,0.97,0.988,0.906,0.87,0.804,0.818,0.762,0.994,0.234,-1.567703677130249,0.14819326467081362,1.7123322711210514,-0.5376167991301929,-8.928908437901377,-12.284088116908576,-16.74823955924557,20,20,20,20,20,20,20,164.49586586203006
14800382,5,6,428845549,1.8940098619329389,1.6254056448419374,0.82325,0.0155,-0.009558619416895366,0.23531078341461364,1.2975997277668545,0.014399997956518615,0.23280038720085508,0.39092838764190674,0.00029999950473785406,4,clone,3,66,7,0.0,0.968,0.99,0.912,0.872,0.842,0.786,0.814,0.996,0.828,-1.5194896136428546,0.11372981898897114,2.1082220006646635,-0.48247937019477927,-7.795461064059338,-13.06155108332824,-15.96769723824661,20,20,20,20,20,20,20,164.22335664006317
14833150,5,6,429831010,1.115720768714731,1.599921401035577,0.66325,0.0045,-0.0017943448298771319,0.34970467289288837,1.1607582308780189,0.022738990282918186,0.2441075343167645,0.3381090462207794,0.0002999998761844122,2,clone,2,67,7,0.0,0.966,0.99,0.914,0.874,0.814,0.83,0.796,0.998,0.604,-1.5539284540394076,0.12406886246931129,2.5383073844358783,-0.28949200143614817,-7.378950388226119,-13.055010230321502,-15.565518277356011,20,20,20,20,20,20,20,163.86923239174325
14857728,5,6,430467684,2.4083600565904266,1.6403433338133193,0.9105,0.004,-0.017205455042421818,0.19979098081588745,0.954757452805837,0.012619815074528256,0.20462125380833943,0.38088011741638184,0.0002999992261531373,5,clone,2,67,7,0.0,0.968,0.99,0.916,0.882,0.864,0.838,0.816,1.0,0.91,-1.4678293016189903,0.18610293010622928,3.074647126934734,0.1654249488576652,-5.2034401697526045,-10.429141993775787,-13.44684332777754,20,20,20,20,20,20,20,163.6509229911441
14882305,5,6,431054531,1.3174406640944698,1.624198200327377,0.69275,0.0065,-0.0011007895764823144,0.35305373256023115,1.0256850031706004,0.030638776438979384,0.26300906370847654,0.4418626129627228,0.0002999998761844122,2,clone,0,68,7,0.0,0.97,0.99,0.916,0.884,0.878,0.9,0.908,0.996,0.612,-1.340390500610824,0.3067233482191527,3.442215285897377,0.6582263124941493,-2.5933386737372204,-7.121198807685714,-9.258214545933063,20,20,20,20,20,20,20,163.45904655137676
14906887,5,6,431714355,2.427065724936237,1.6643415765578198,0.91775,0.0045,-0.01860950964813431,0.17606661993044395,1.0106595268955938,0.013389714151321922,0.19379864467514885,0.3017543852329254,0.0002999992261531373,5,clone,0,68,7,0.0,0.97,0.99,0.922,0.89,0.886,0.838,0.846,0.994,0.904,-1.1784898152370227,0.4204486995218581,4.118189703988871,1.3128343777419198,0.19644190288713534,-5.940825564057599,-7.44673029789224,20,20,20,20,20,20,20,163.5765317401934
14931464,5,6,432357673,1.3068492774112472,1.6464669616004912,0.686,0.005,-0.003795770639997153,0.3568286260678655,1.1619680041358584,0.027847356185139643,0.25325784122660044,0.326928973197937,0.0002999998761844122,2,clone,2,69,7,0.0,0.97,0.99,0.924,0.898,0.842,0.89,0.86,0.996,0.688,-1.0544679120292617,0.5272786039758821,4.539675164309621,2.101338572768738,1.274943719529984,-3.088392740554568,-4.960668845617363,20,20,20,20,20,20,20,163.52254542508177
14956042,5,6,432993751,2.468581062957428,1.687572666668338,0.91975,0.0025,-0.020106021350430738,0.1850278205755684,0.9101044005817838,0.013248675282941096,0.17607669635779327,0.22204214334487915,0.0002999992261531373,5,clone,2,69,7,0.0,0.966,0.99,0.918,0.896,0.904,0.86,0.84,0.996,0.91,-1.1061449727498889,0.5548470462619397,4.635555963479191,2.6621210409130147,4.378675368217356,-1.2783883714095226,-3.0093506509983534,20,20,20,20,20,20,20,163.24423530236308
14980618,5,6,433581182,0.5665233017377568,1.6315201984218088,0.52525,0.0025,-0.003185479814807574,0.47619787375132244,1.1509851249059042,0.030741528943181037,0.2965461560090383,0.323922723531723,0.0002999998761844122,2,clone,2,70,7,0.0,0.966,0.99,0.918,0.898,0.838,0.862,0.886,0.994,0.496,-1.195714232447474,0.5686311718587049,4.693756648437034,3.1261913384901923,5.107721251121354,0.6995768566512643,0.5582930837447267,20,20,20,20,20,20,20,163.1572270998175
15005195,5,6,434272470,2.2445020828420974,1.6621692926428233,0.88475,0.0035,-0.01855941154090466,0.2173429032166799,1.0896529001849038,0.01252867063019602,0.21248004940294085,0.42052170634269714,0.0002999992261531373,5,clone,2,70,7,0.0,0.968,0.986,0.922,0.894,0.856,0.864,0.84,0.998,0.892,-1.1199252217714095,0.5100482027519488,4.779328224622865,3.4284793342644484,4.125046822613892,2.7687184656621437,2.565823621236126,20,20,20,20,20,20,20,162.80490381466416
15029771,5,6,434966797,1.3781382372588313,1.6479677398736237,0.704,0.003,-0.0043599879552078035,0.3461651518231347,1.0319955455405372,0.02877287057760571,0.2541343372847353,0.2775833010673523,0.0002999998761844122,2,clone,0,71,7,0.0,0.968,0.984,0.924,0.89,0.858,0.864,0.848,1.0,0.65,-0.9442178871694566,0.39287918752981094,4.813550893706609,3.589851426716895,4.793017703811338,4.707449520977603,4.714295755250447,20,20,20,20,20,20,20,162.6140958943393
15054347,5,6,435652662,2.4370979419981897,1.687424249979852,0.9165,0.004,-0.02515604317671171,0.16699574354254168,1.0344943911940963,0.014763916198762111,0.20623614501070092,0.32263466715812683,0.0002999992261531373,5,clone,2,71,7,0.0,0.966,0.984,0.926,0.894,0.856,0.86,0.84,0.992,0.916,-0.7995042456836818,0.28949200143638315,4.861456841887966,3.891839650592355,4.269018672718737,6.441545212484343,6.574226695345365,20,20,20,20,20,20,20,162.4724697539453
15078927,5,6,436267716,1.8486917287307405,1.6954876239173964,0.781,0.003,-0.0032007198225563536,0.372497368317384,0.8763593756235563,0.028892280468239617,0.2306647933064363,0.3379053771495819,0.0002999998761844122,2,clone,0,72,7,0.0,0.966,0.984,0.924,0.894,0.876,0.858,0.848,0.996,0.774,-0.7581555364415352,0.12751520853361456,4.7211418546024255,4.0530412103374225,5.329881139681021,7.9003063883460225,8.467557818225988,20,20,20,20,20,20,20,162.28616174813467
15103504,5,6,436821059,2.747468514351139,1.7480866684390834,0.9795,0.002,-0.03613786491018439,0.10884295321173137,0.6322344428017026,0.012152800853881571,0.14922344116937547,0.1563853621482849,0.0002999992261531373,5,clone,0,72,7,0.0,0.962,0.984,0.926,0.9,0.88,0.854,0.846,0.994,0.99,-0.8925357309278167,-0.09994441627690658,4.673216332510665,4.262164080434796,7.049926407191731,9.150752767877634,9.456174532255945,20,20,20,20,20,20,20,162.23111696659416
15128081,5,6,437381274,1.6300925058548008,1.7421869603098692,0.75575,0.0005,-0.005489195599996795,0.37332401879959637,0.8623073961999681,0.05746834945037133,0.2832091405159897,0.28086960315704346,0.0002999998761844122,2,clone,2,73,7,0.0,0.962,0.982,0.926,0.902,0.848,0.854,0.888,1.0,0.746,-0.9924531816469463,-0.39287918752988926,4.515700961773544,4.577345689744679,7.029558826038564,10.259044555176928,12.264344487076503,20,20,20,20,20,20,20,162.14577340376897
15152657,5,6,438063158,2.3543957471943293,1.772797399654092,0.895,0.007,-0.012344195944383556,0.1795000555338683,1.0546015368567572,0.016089342735753753,0.204847275842855,0.3193424344062805,0.0002999992261531373,5,clone,2,73,7,0.0,0.964,0.982,0.922,0.892,0.88,0.854,0.84,0.992,0.88,-0.9924531816466329,-0.6065371730461776,4.118189703988871,4.327277744720962,8.309025993300766,9.744317578837954,10.911728903928532,20,20,20,20,20,20,20,162.09470099298255
15177233,5,6,438718961,0.6304252303330972,1.7156787911880422,0.5425,0.002,-0.0001073360271264045,0.4000257140114194,1.0364875977947599,0.030829474019507568,0.25492960640362333,0.36552318930625916,0.0002999998761844122,2,clone,0,74,7,0.0,0.962,0.98,0.916,0.89,0.864,0.852,0.882,0.996,0.468,-1.0303513580505494,-0.8718624570030995,3.356359150926375,3.864394869787788,7.629630878768243,9.073474442825324,12.809479511997832,20,20,20,20,20,20,20,161.9101192432711
15201810,5,6,439443945,2.340816222169774,1.7469356627371286,0.90025,0.0045,-0.015298668695239073,0.20209307882977628,0.9978600952817106,0.012769174767422608,0.1995502213637034,0.4061180651187897,0.0002999992261531373,5,clone,0,74,7,0.0,0.964,0.98,0.918,0.892,0.876,0.852,0.872,1.0,0.906,-0.9683357059978921,-1.1164801716019437,2.576141905386662,3.3907034374198046,7.805609693349992,7.256894321038161,12.510925929153789,20,20,20,20,20,20,20,161.7402349945159
15226388,5,6,440182090,0.7727516301126259,1.6982264611059035,0.58775,0.0025,-0.0028272755256714835,0.4496464393604761,1.1025585456826221,0.030995528224384648,0.27304692309478235,0.38284993171691895,0.0002999998761844122,2,clone,0,75,7,0.0,0.962,0.982,0.918,0.89,0.86,0.852,0.88,0.996,0.532,-0.9442178871693785,-1.2749437195299058,1.7777524327398537,2.7687184656622215,5.818058419869729,5.179513149393484,10.579073850745262,20,20,20,20,20,20,20,161.5571969116297
15250967,5,6,440844127,2.5302135313914356,1.7398258146201802,0.936,0.004,-0.02546819434680331,0.18376682794246918,1.016785136400125,0.015284368329538176,0.2239018113185198,0.3142600357532501,0.0002999992261531373,5,clone,2,75,7,0.0,0.962,0.982,0.916,0.886,0.92,0.852,0.906,0.996,0.94,-0.9579995394528454,-1.3472794349209698,0.9028722810714672,2.0118485597364195,5.671349692769434,2.840918772640208,9.053309391818283,20,20,20,20,20,20,20,161.4492648686319
15275546,5,6,441530875,1.1254406899810963,1.709106558388226,0.65025,0.0055,-0.0024292244062084577,0.3650608275128507,1.0414115327528153,0.02888436176567927,0.2827700616299421,0.2774584889411926,0.0002999998761844122,2,clone,2,76,7,0.0,0.964,0.982,0.916,0.886,0.894,0.858,0.81,0.996,0.65,-0.8787535738027387,-1.3989451866519411,0.3205083858458767,1.1991590900510012,4.608164080744063,1.8156251548967548,4.563647773980145,20,20,20,20,20,20,20,161.47345088972585
15300124,5,6,442094387,2.726367516437882,1.7599696062907086,0.973,0.0,-0.018393795989039872,0.15245919970292893,0.571978903952099,0.014960907525309021,0.19082389842896236,0.43409332633018494,0.0002999992261531373,5,clone,0,76,7,0.0,0.964,0.98,0.918,0.886,0.89,0.856,0.896,1.0,0.972,-0.8511889560453499,-1.42305509720224,-0.01378545044381462,0.4032177765327531,4.471173244907676,-0.5720771930352031,4.539675164309621,20,20,20,20,20,20,20,161.54730656586977
15332895,5,6,442926937,2.3424639394655946,1.789094322949453,0.89825,0.0045,-0.008979254832310189,0.2429406268315183,0.8663895792431302,0.01657470346092143,0.23118493002321985,1.0650027990341187,0.00029999972141497557,3,clone,2,77,7,0.0,0.966,0.982,0.918,0.888,0.89,0.852,0.838,0.998,0.88,-0.816732631208051,-1.3472794349211261,-0.2963845466080177,-0.3032770832013984,3.1605513376075556,-1.7398781565289647,1.6916723367365085,20,20,20,20,20,20,20,161.7123949756146
15357475,5,6,443393091,2.819263926510423,1.8406028031275012,0.9785,0.001,-0.026171112760763476,0.1074394542309973,0.4866484789936631,0.015812517557707097,0.15979974247791148,0.21389815211296082,0.0002999988856609407,6,clone,0,78,7,0.0,0.968,0.982,0.922,0.892,0.89,0.856,0.86,0.998,0.988,-0.6444426432657065,-1.2439414407857496,-0.389432985476899,-0.6375507805782188,3.3907034374196483,-2.5623841561436684,0.13440789786938956,20,20,20,20,20,20,20,161.77550718515434
15382054,5,6,444154108,1.6771241064104063,1.8324288682916463,0.76,0.029,-0.0049493864037989015,0.2838722635060549,1.1970485722025235,0.019373290095245466,0.2587599855226775,0.39252156019210815,0.00029999972141497557,3,clone,0,78,7,0.0,0.97,0.984,0.922,0.896,0.894,0.854,0.9,1.0,0.712,-0.3342933863668214,-1.0475775057920407,-0.5031560162556862,-0.8029499344548438,4.166187041833328,-1.27149905843247,3.0609011590433073,20,20,20,20,20,20,20,161.55014450595988
15406634,5,6,444795616,2.634057372211073,1.8725102934876177,0.959,0.003,-0.02423586937624754,0.14929890839589965,0.8832473266455863,0.01643783556452642,0.2005660840206676,0.334044486284256,0.0002999988856609407,6,clone,0,79,7,0.0,0.968,0.984,0.918,0.894,0.894,0.854,0.794,0.996,0.952,-0.08960535656189537,-0.8305152334337891,-0.551401004764205,-0.8580801479252103,5.172676524758133,-2.0634786398834937,0.306723348218996,20,20,20,20,20,20,20,161.60980683624467
15431210,5,6,445461022,1.9556394525719678,1.8766667514418351,0.82175,0.0245,-0.006226133960040493,0.24755688243442112,1.0851362970140246,0.02053619066460265,0.23510116901662614,0.5406605005264282,0.00029999972141497557,3,clone,0,79,7,0.0,0.968,0.984,0.918,0.898,0.894,0.854,0.894,1.0,0.792,0.16197861431465033,-0.592753232304292,-0.513494290476755,-0.5066021113363035,4.57049679730952,-1.0303513580506276,1.5091577462383399,20,20,20,20,20,20,20,161.58106733676848
15455789,5,6,446086070,2.6511570736319583,1.9153912675513411,0.95875,0.0035,-0.030104393048936293,0.12726860131240553,0.800235729250643,0.0157518889172934,0.18068489246070385,0.3586995005607605,0.0002999988856609407,6,clone,0,80,7,0.0,0.968,0.984,0.92,0.902,0.89,0.856,0.852,0.998,0.978,0.2757068861555508,-0.3342933863671348,-0.6065371730461776,-0.0964980637283699,5.886269079855895,-0.8925357309275033,0.4962638151977538,20,20,20,20,20,20,20,161.56044585236342
15480369,5,6,446727721,1.9519060011040135,1.917217004228975,0.81625,0.0035,-0.0017639922981078809,0.2705791428303107,0.938931650076157,0.01926453382923053,0.22312427312135696,0.5079498291015625,0.00029999972141497557,3,clone,0,80,7,0.0,0.972,0.984,0.922,0.904,0.884,0.852,0.862,0.992,0.798,0.513494290476755,-0.05514178581527425,-0.640996714240766,0.4307872170085501,4.686910010552017,-0.7995042456836033,1.4333877622039806,20,20,20,20,20,20,20,161.64840282800665
15504949,5,6,447285785,2.7332078578990706,1.9580165469124795,0.97125,0.0015,-0.023606477693344157,0.10698103080644752,0.6830748265439813,0.013319961645527545,0.1718005244479035,0.4206730127334595,0.0002999988856609407,6,clone,0,81,7,0.0,0.972,0.988,0.92,0.902,0.878,0.852,0.888,0.998,0.984,0.802949934454922,0.2309050493144349,-0.6099831473236575,0.7271434838690684,3.7786185388378777,-0.5996452113515651,1.6400205873141591,20,20,20,20,20,20,20,161.6767973916104
15529529,5,6,447908865,2.2968090462143556,1.9749561718775732,0.891,0.012,-0.008428723243766544,0.23567372854845023,0.9993053159596007,0.020256577703503916,0.22971204401534281,0.34598785638809204,0.00029999972141497557,3,clone,0,81,7,0.0,0.97,0.988,0.924,0.9,0.882,0.852,0.868,1.0,0.886,1.0131250240156227,0.43767954645673235,-0.36875571485888264,0.7857214330121239,2.9956030217431255,-0.35841704319279655,1.31627892658215,20,20,20,20,20,20,20,161.73773455997133
15554106,5,6,448479913,2.741516120121542,2.0132841692897716,0.97475,0.0045,-0.02616285458454072,0.11551281335678967,0.7402673399809635,0.01039324155444223,0.1646142335552158,0.24434365332126617,0.0002999988856609407,6,clone,2,82,7,0.0,0.97,0.988,0.924,0.902,0.884,0.85,0.866,1.0,0.972,1.1440403447983607,0.630658899440924,-0.05514178581503917,1.0200155797855772,2.121988673606935,-0.2860457256957923,0.5686311718585482,20,20,20,20,20,20,20,161.71284748481858
15578682,5,6,449073465,1.7985041725712487,2.002545169453845,0.785,0.004,-0.0022419308431605145,0.39575253362241,0.8979813681132551,0.0179611437589578,0.22978413126606873,0.3790138065814972,0.00029999972141497557,3,clone,2,82,7,0.0,0.97,0.988,0.922,0.904,0.884,0.868,0.842,0.998,0.81,1.2611650200801687,0.8098412945478269,0.12751520853369294,1.2921668862499318,1.8741525920653834,0.33773963051233186,-0.7650470439894097,20,20,20,20,20,20,20,161.48440685053137
15603258,5,6,449580083,2.650691757942981,2.034952498878302,0.95475,0.0025,-0.027036296863419313,0.1609262655178706,0.6740333676338196,0.010465081113701065,0.1557067707180977,0.31679201126098633,0.0002999988856609407,6,clone,0,83,7,0.0,0.972,0.988,0.928,0.906,0.884,0.83,0.9,0.996,0.952,1.2852776474152139,0.9752264487179522,0.5858612361024819,1.812182245240123,1.7433213358974164,-0.46180259846236493,-0.25158285856781937,20,20,20,20,20,20,20,161.46266673163896
15627839,5,6,450109027,1.9058105711245121,2.0284954024906123,0.8095,0.006,0.0013274411919863066,0.3364676518572701,0.9894278736578094,0.022123280349963654,0.22790872698856723,0.37605130672454834,0.00029999972141497557,3,clone,2,83,7,0.0,0.974,0.988,0.93,0.904,0.882,0.826,0.826,0.998,0.77,1.340390500611059,1.0544679120294183,1.1026998904343106,2.318136369983434,0.3756481493369168,-1.3093898194106222,-0.8270695918266484,20,20,20,20,20,20,20,161.56902237144843
15652422,5,6,450654437,2.6983951492243485,2.061990389827299,0.96775,0.0035,-0.0245623315515166,0.13815187696706166,0.713949343471816,0.010461968179284171,0.15358103292457986,0.487926721572876,0.0002999988856609407,6,clone,0,84,7,0.0,0.976,0.988,0.93,0.902,0.882,0.84,0.876,0.996,0.966,1.4919377494047292,1.1130351133585092,1.460941077819295,2.390387852816349,0.04824906607944608,-1.602140938283748,-1.288722271491249,20,20,20,20,20,20,20,161.6708076411314
15677006,5,6,451286547,1.488256750355282,2.033303707853698,0.7365,0.006,-0.004826937174563692,0.26791828853645544,1.294010448729855,0.01576599227692718,0.23289562162311597,0.418181836605072,0.00029999972141497557,3,clone,0,84,7,0.0,0.974,0.988,0.924,0.9,0.874,0.83,0.864,0.998,0.724,1.4643851950115434,1.0785840923360055,1.378279154311128,2.2906100426384826,-1.1268152977887536,-2.245877509833888,-0.7478182340477479,20,20,20,20,20,20,20,161.91061335605534
15701588,5,6,451937479,2.5096490604768675,2.0571209754848563,0.94075,0.0045,-0.018917734573672837,0.14604813873767852,1.0112660749753317,0.013280834425240756,0.1939114075899124,0.2706184685230255,0.0002999988856609407,6,clone,0,85,7,0.0,0.974,0.988,0.926,0.896,0.868,0.856,0.858,0.996,0.946,1.4678293016190689,1.0165703055766127,1.4058337834606178,2.0978968360508223,-2.097896836050744,-1.9636575340520563,-0.7030227030285267,20,20,20,20,20,20,20,162.16179097372455
15726170,5,6,452568961,1.827773712577206,2.0456536123394735,0.79275,0.0055,-0.0015140488732284234,0.32151720406096657,1.1271658767888575,0.016867560001067174,0.22838021354910767,0.426023006439209,0.00029999972141497557,3,clone,2,85,7,0.0,0.974,0.988,0.926,0.888,0.866,0.868,0.856,0.998,0.796,1.364501599809975,0.9993438247469737,1.405833783460696,1.557372276720215,-3.6825289246762023,-1.3025006743724628,-0.38598678060629266,20,20,20,20,20,20,20,162.41133052286636
15750750,5,6,453133626,2.740841683366733,2.0804130158908363,0.9725,0.003,-0.02620034565084747,0.13505002856254578,0.6861651927705795,0.01691940361042581,0.1753802980695452,0.3424845337867737,0.0002999988856609407,6,clone,2,86,7,0.0,0.974,0.988,0.922,0.888,0.86,0.868,0.852,0.998,0.978,1.2198280527107022,0.9614449352633746,1.1750449061304102,0.878753573803052,-3.3185776475748914,-0.6961310052129486,0.8236239442365633,20,20,20,20,20,20,20,162.67884916656493
15775327,5,6,453756274,2.3772590313929642,2.0952553166659427,0.9225,0.011,-0.012507354700937867,0.2261982109149297,1.1541834274927776,0.021050776181121666,0.22377123177051544,0.22215624153614044,0.00029999972141497557,3,clone,2,86,7,0.0,0.974,0.986,0.922,0.892,0.862,0.862,0.854,0.996,0.92,1.106144972749967,0.8374064986003924,0.923545204360415,0.3239546395171285,-3.6207460400809897,-0.12406886246915455,-1.188824491327392,20,20,20,20,20,20,20,162.9213660128175
15808128,5,6,454451766,0.9248570534631781,2.0367354035058045,0.51175,0.0055,-0.0028141811462340967,0.46393485899482456,1.0622417032718658,0.060135455220006406,0.29019425348156974,0.3696882724761963,0.00029999996904609983,1,clone,0,87,7,0.0,0.978,0.984,0.916,0.892,0.856,0.858,0.85,0.998,0.466,1.0889194816767502,0.5617391171882689,0.5272786039755688,-0.251582858567741,-4.152474111483342,0.23090504931451325,-0.37220193344445685,20,20,20,20,20,20,20,163.2984303511849
15832708,5,6,455116198,2.4626471398763825,2.0580309903243332,0.91175,0.0035,-0.025160187035799027,0.2182468428214391,0.9050663455327352,0.01244211761901776,0.19747412065664927,0.3860514760017395,0.00029999950473785406,4,clone,2,87,7,0.0,0.978,0.984,0.912,0.896,0.852,0.866,0.85,0.996,0.9,1.0958097019047195,0.34463211144666334,0.006892725321778236,-0.6444426432658633,-4.697179917011866,0.6961310052129486,-1.4953817704379004,20,20,20,20,20,20,20,163.54017812312904
15857286,5,6,455649109,0.8813911845730027,1.9991990000367668,0.58925,0.0005,-0.0012624731294415665,0.46927896458091156,0.9035801137938644,0.12412283683873036,0.34877669404853473,0.6758483052253723,0.00029999996904609983,1,clone,2,88,7,0.0,0.98,0.982,0.91,0.9,0.852,0.862,0.854,0.998,0.564,1.1991590900508446,0.05514178581496081,-0.41355633927806085,-0.7891671447679173,-5.111140279418746,1.1268152977888322,-1.732991760104814,20,20,20,20,20,20,20,163.77135185510846
15881862,5,6,456163030,2.443382817066043,2.0214081908882306,0.906,0.001,-0.006865080333470056,0.20839466527104378,0.7831053386131922,0.012564632839833697,0.178564915060997,0.29561662673950195,0.00029999950473785406,4,clone,2,88,7,0.0,0.98,0.986,0.91,0.904,0.852,0.87,0.898,0.996,0.904,1.3335015275389872,-0.031017261067349224,-0.7926128508151524,-0.6857934207813909,-5.251288743034842,1.7261053135965243,0.9373270199519116,20,20,20,20,20,20,20,163.78428002243297
15906441,5,6,456634117,0.5105997883100083,1.9458677707593193,0.5,0.002,-0.0055687334470189455,0.47953675086038156,0.9592746172034949,0.10271806844199698,0.3567933074215002,0.17637194693088531,0.00029999996904609983,1,clone,2,89,7,0.0,0.982,0.988,0.918,0.906,0.856,0.864,0.862,1.0,0.472,1.4264993291892685,-0.05858814509690313,-1.0131250240154661,-0.6168750826142,-5.117978226498388,2.073804256302736,-1.3989451866518627,20,20,20,20,20,20,20,164.00548749594995
15931022,5,6,457306107,1.8581698120579844,1.9414828728242524,0.8125,0.023,-0.002445513150726991,0.21755919990868405,1.3167979607636902,0.011251540918802393,0.21478112470144514,0.2670876681804657,0.00029999950473785406,4,clone,2,89,7,0.0,0.986,0.988,0.918,0.904,0.896,0.852,0.85,0.994,0.796,1.60214093828367,-0.09994441627682821,-1.233607185078735,-0.5100482027517137,-3.5520885067175256,1.9946378024896418,-0.7443724557303535,20,20,20,20,20,20,20,164.22137746175596
