episode,phase,starting_stones,steps,avg_return,ema_return,win_rate,draw_rate,policy_loss,value_loss,entropy,kl_div,clip_frac,grad_norm,lr,cycle_step,last_reset_event,minimax_depth_beaten,clone_gen,active_mm_max_depth,shaping_mult,wr_vs_mm_d1,wr_vs_mm_d2,wr_vs_mm_d3,wr_vs_mm_d4,wr_vs_mm_d5,wr_vs_mm_d6,wr_vs_mm_d7,wr_vs_random,wr_vs_self,slope_angle_d1,slope_angle_d2,slope_angle_d3,slope_angle_d4,slope_angle_d5,slope_angle_d6,slope_angle_d7,samples_in_window_d1,samples_in_window_d2,samples_in_window_d3,samples_in_window_d4,samples_in_window_d5,samples_in_window_d6,samples_in_window_d7,eps_per_sec
37028636,9,9,1078153458,1.2310868539060655,2.332218286824482,0.7,0.044,-0.014916914942053458,0.21854485585181802,0.43449094698384955,0.0052769370226155,0.11136374277649103,0.3488803207874298,1.7137984633465225e-05,305,clone,1,3,7,0.0,0.998,0.988,0.916,0.924,0.888,0.84,0.86,1.0,0.662,0.28949200143614817,-0.7960585511283709,0.18265660311908016,-0.19299558001495845,-0.5514010047643616,0.38254057294284494,1.261165020080012,20,20,20,20,20,20,20,296.20751816823986
37053216,9,9,1079055557,2.1148315581854042,2.321348950392528,0.8675,0.04,-0.01867416521601446,0.13316688612774685,0.35675959893175074,0.005061915016372327,0.09759329980960837,1.9203195571899414,1.71349025465484e-05,308,clone,1,3,7,0.0,0.998,0.988,0.914,0.924,0.888,0.884,0.856,1.0,0.842,0.2584754473546968,-0.8339608690333131,-0.07581993464733248,-0.02067817516699422,-0.5755232100727609,0.5858612361024819,0.792612850815074,20,20,20,20,20,20,20,294.9553097897375
37077810,9,9,1079892277,2.5608273536446693,2.3333228705551354,0.954,0.022,-0.014646873739776294,0.07483789967555626,0.2655595853632572,0.0035088702376621463,0.060779645965964184,0.45270439982414246,1.7131790690348752e-05,311,clone,1,3,7,0.0,0.998,0.99,0.912,0.924,0.886,0.848,0.856,0.996,0.954,0.2205661217951077,-0.7857214330122806,-0.40666396706502594,0.13785424109106445,-0.630658899440924,1.3955008730657847,0.39632538674001855,20,20,20,20,20,20,20,295.36721959813326
37102398,9,9,1080674718,2.6758728101186264,2.35045036753331,0.97425,0.0095,-0.014085839548594473,0.059163927605065204,0.2112934016622603,0.0026758289362381524,0.05034496064763516,0.2611749768257141,1.712864907646383e-05,314,clone,1,3,7,0.0,0.996,0.99,0.91,0.924,0.89,0.842,0.86,1.0,0.984,0.11028346948304897,-0.7236976736163446,-0.5134942904768334,0.13785424109114283,-0.6582263124941493,0.20333454434227374,0.06548086236344805,20,20,20,20,20,20,20,296.67817315902437
37126980,9,9,1081428160,2.7179576994142387,2.368825734127356,0.981,0.009,-0.013549041816331346,0.05416195863677609,0.18906243161488606,0.002649503362600401,0.05170823289181597,0.4334947168827057,1.7125477716602085e-05,317,clone,1,3,7,0.0,0.996,0.988,0.902,0.922,0.884,0.862,0.86,1.0,0.974,7.836121488886955e-14,-0.7133602115453042,-0.8477433508574266,0.11717616767193434,-0.9407724569628944,0.8856446651774638,-0.27915316803059814,20,20,20,20,20,20,20,298.3893270232372
37151559,9,9,1082156190,2.7491760343943517,2.3878432491407056,0.9855,0.005,-0.012482867871100704,0.05308092911210325,0.17970007757345835,0.0028651296794931923,0.06180320820874638,0.7393994331359863,1.7122276622582824e-05,320,clone,1,3,7,0.0,0.996,0.988,0.902,0.922,0.88,0.856,0.86,1.0,0.992,-0.11028346948304897,-0.6823475493483382,-1.1922693661981887,0.22745874177899733,-1.3266125159041584,1.1991590900508446,-0.5651851465680334,20,20,20,20,20,20,20,300.2145111430781
37176149,9,9,1082852471,2.757329082536309,2.4063175408104858,0.98575,0.0045,-0.008313689328220096,0.05790863203860465,0.17988415594611848,0.003982867858472413,0.07199194060549849,0.1888349950313568,1.7119045806336168e-05,323,clone,1,3,7,0.0,0.996,0.988,0.9,0.92,0.88,0.848,0.852,1.0,0.986,-0.22056612179518606,-0.6306588994410022,-1.5470407750110367,0.3446321114467416,-1.671011962310176,-7.836121488886955e-14,-0.9028722810715454,20,20,20,20,20,20,20,301.6430795776379
37200725,9,9,1083606075,1.3160596732180911,2.351804647430866,0.71975,0.0485,-0.016857599376124285,0.28282984239714487,0.40117088187308536,0.006332564799647246,0.1116768418323426,0.33272799849510193,1.711578527990302e-05,326,clone,1,4,7,0.0,0.996,0.988,0.896,0.92,0.876,0.882,0.854,0.998,0.686,-0.25847544735461847,-0.5582930837447267,-1.9705421380552814,0.40321777653236124,-2.0325009887324086,1.033796602601879,-1.2783883714095226,20,20,20,20,20,20,20,302.9047597289899
37225304,9,9,1084319672,2.1433455404607202,2.3413816920823587,0.86775,0.0205,-0.013113314117718902,0.19189605135240673,0.3424909434936665,0.0065553782789473545,0.09835167679889703,0.33196020126342773,1.7112495055435002e-05,329,clone,1,4,7,0.0,0.996,0.986,0.898,0.918,0.874,0.856,0.854,0.998,0.876,-0.28949200143614817,-0.5307246728753435,-2.3250177850271947,0.40321777653259633,-2.2527596176254496,0.8890902012679813,-1.7054456755503384,20,20,20,20,20,20,20,303.621203242908
37258085,9,9,1085036090,2.757191641182467,2.3621721895373637,0.97825,0.0045,-0.016431721880854594,0.09987442502899775,0.14004377949805485,0.003828327592817091,0.04029383309303768,0.6055898070335388,1.710806191374455e-05,333,clone,1,4,7,0.0,0.996,0.984,0.902,0.92,0.876,0.828,0.854,1.0,0.984,-0.3136158715707868,-0.6134291171879721,-2.4867112923078443,0.5548470462616264,-2.541746978371024,0.29293827508186804,-1.9739844187227804,20,20,20,20,20,20,20,307.18858926173
37282661,9,9,1085512069,2.807051054602799,2.3844161327906352,0.98575,0.0005,-0.01621380273330336,0.08489057732125123,0.09870235199729602,0.0013937025723862462,0.022814978286623953,0.2892317473888397,1.7104702441739786e-05,336,clone,1,4,7,0.0,0.996,0.986,0.904,0.918,0.876,0.852,0.856,1.0,0.992,-0.3308471398023775,-0.6030911943806891,-2.6070957519339535,0.5100482027517921,-2.847794525049278,1.237051945933703,-2.1495212825527563,20,20,20,20,20,20,20,310.0120001021699
37307256,9,9,1085977095,2.8209889072456926,2.406244771513388,0.987,0.0,-0.01587948850927907,0.08029733768157792,0.07758621570833943,0.0009974586678333907,0.017663469799516492,0.16809116303920746,1.710131331300467e-05,339,clone,1,4,7,0.0,0.996,0.986,0.91,0.922,0.876,0.832,0.862,1.0,0.994,-0.3411858722138974,-0.5720771930350463,-2.497030836275892,0.603091194380454,-2.9612324415783773,0.9579995394528454,-1.8913658050654514,20,20,20,20,20,20,20,312.63668956992336
37331837,9,9,1086436369,2.821275389702409,2.4269963024228387,0.98975,0.0005,-0.014276726163204825,0.07913727064927419,0.07489840307256632,0.0010221292616877594,0.016545174381973452,0.15967227518558502,1.709789454017011e-05,342,clone,1,4,7,0.0,0.996,0.986,0.91,0.92,0.876,0.818,0.858,1.0,1.0,-0.34463211144666334,-0.5927532323042137,-2.2286719571142313,0.47903325015449383,-2.86842128895455,0.16542494885758682,-1.8156251548967548,20,20,20,20,20,20,20,315.0319891222172
37356420,9,9,1086894154,2.843508150248051,2.447821894814099,0.99175,0.0005,-0.011024140172817727,0.0739869468829088,0.06628421929321791,0.0009709296923175683,0.015423471091739964,0.19780725240707397,1.7094446135977495e-05,345,clone,1,4,7,0.0,0.996,0.986,0.914,0.924,0.874,0.874,0.86,1.0,1.0,-0.34118587221374064,-0.5996452113517218,-1.8018534378213775,0.39977158308259075,-2.7652801344763125,0.7512640069552078,-1.3576127632736537,20,20,20,20,20,20,20,317.25988177745256
37381003,9,9,1087348775,2.8355266784800155,2.4672071339973947,0.99075,0.0005,-0.011650242589479476,0.0750993992152967,0.07145628855939497,0.0009591161476891374,0.01677209491792478,0.17106322944164276,1.709096811327865e-05,348,clone,1,5,7,0.0,0.996,0.986,0.912,0.926,0.868,0.86,0.862,1.0,0.998,-0.3308471398024559,-0.5927532323039786,-1.571147454639988,0.4962638151979888,-2.847794525049278,0.6099831473235008,-0.9304361256158872,20,20,20,20,20,20,20,319.4958438401294
37405590,9,9,1087805565,2.8388199124985216,2.4857877729224507,0.991,0.0,-0.013258587158481149,0.0740258179997143,0.08461894408652657,0.0183608197656117,0.041679363567055316,0.1807468980550766,1.7087460485035785e-05,351,clone,1,5,7,0.0,0.998,0.986,0.908,0.926,0.868,0.87,0.858,1.0,0.998,-0.24813656143123003,-0.5720771930351247,-1.3197234659057475,0.42044869952170133,-2.978417999852464,1.2129384335061568,-0.7512640069553645,20,20,20,20,20,20,20,323.33524933405585
37431853,9,9,1088919263,-0.0016261887919515792,2.3614170748367305,0.50975,0.1815,-0.00913331662551641,0.20160066169319732,0.5507174625541225,0.013382554934783415,0.12674183651353374,0.45983073115348816,1.7083923264321443e-05,354,clone,1,5,7,0.0,0.998,0.986,0.91,0.926,0.864,0.844,0.856,1.0,0.33,-0.16542494885782189,-0.5376167991301929,-0.8959812541314409,0.3756481493370736,-3.157115439686715,0.7443724557302752,-0.5376167991301929,20,20,20,20,20,20,20,324.3205197659029
37456431,9,9,1089983407,1.6833486689473476,2.327513654542261,0.81575,0.0675,-0.008483799438492009,0.13494227990144636,0.4508705992039626,0.005764829095195585,0.10316962379265607,0.31631407141685486,1.7080356464318457e-05,357,clone,1,5,7,0.0,0.998,0.986,0.912,0.924,0.862,0.826,0.85,1.0,0.744,-0.08271264680176713,-0.4893715997778805,-0.5169403744866579,0.3032770832016335,-3.3048382009814032,-1.0372418396764962,-0.6237670000531822,20,20,20,20,20,20,20,320.68477750688163
37481012,9,9,1090890414,2.25029279811098,2.323652611720697,0.90225,0.0305,-0.008200391133071944,0.10807999564068659,0.38754518457821435,0.006005406980624511,0.1057718521072751,0.2852513790130615,1.7076760098319894e-05,360,clone,1,5,7,0.0,0.994,0.986,0.908,0.916,0.864,0.852,0.796,1.0,0.894,-0.13096155367544324,-0.4273410475967393,-0.1826566031190018,0.02067817516707258,-3.284228318121653,-0.961444935263453,-2.428230846634331,20,20,20,20,20,20,20,318.9588559183588
37505617,9,9,1091652617,2.614959541205122,2.3382179581949183,0.96225,0.0055,-0.016419264398670443,0.08382368211944898,0.2623166021373537,0.006179106755492588,0.08682149524490039,0.4434519112110138,1.7073134179729018e-05,363,clone,1,5,7,0.0,0.994,0.986,0.906,0.916,0.864,0.828,0.796,1.0,0.978,-0.1654249488576652,-0.4238948750927608,0.12062251550692248,-0.24813656143123003,-3.239570660016147,-1.960215210765543,-3.922712890510505,20,20,20,20,20,20,20,318.75600831271726
37530208,9,9,1092321705,2.720832446074372,2.3573486825888907,0.982,0.005,-0.014825580661748479,0.07241222345166737,0.17522811926441428,0.003360288621524326,0.055380858618904044,0.28348350524902344,1.7069478722059226e-05,366,clone,1,5,7,0.0,0.994,0.984,0.91,0.914,0.87,0.864,0.858,1.0,0.988,-0.18610293010607254,-0.47903325015457215,0.5238325312609516,-0.4238948750928392,-2.9818550472395726,-1.8707099087538601,-3.370097156673441,20,20,20,20,20,20,20,319.06669594435425
37554804,9,9,1092958044,2.738299889833176,2.3763962429511047,0.97775,0.0005,-0.016650076761531334,0.06596519864904575,0.14225580466863436,0.005630505798109926,0.05364606902003288,0.22260524332523346,1.706579373893401e-05,369,clone,1,5,7,0.0,0.994,0.984,0.91,0.91,0.868,0.858,0.834,1.0,0.99,-0.19299558001495845,-0.520386454756496,0.8753080185688069,-0.6961310052131052,-2.7274571813064763,-0.468694869337754,-3.7374398504371595,20,20,20,20,20,20,20,319.46273791487954
37579406,9,9,1093584384,2.7698924731182797,2.3960710544594637,0.988,0.002,-0.011248982083112096,0.0612257999391892,0.13201171713761795,0.0030897039135034457,0.0494524047542841,0.4311888515949249,1.7062079244086896e-05,372,clone,1,6,7,0.0,0.994,0.984,0.91,0.91,0.868,0.884,0.866,1.0,1.0,-0.18610293010599419,-0.47558712664849784,1.1681550624513497,-0.9200997337005747,-2.476391586900038,0.5720771930350463,-2.985292073146407,20,20,20,20,20,20,20,319.58387138073033
37603986,9,9,1094626804,0.6924426371208549,2.310889633592533,0.61425,0.0675,0.00019518179862305175,0.23381231471087582,0.5465002753013788,0.006706851175372568,0.12441852434661037,0.35528379678726196,1.7058335251361392e-05,375,clone,1,6,7,0.0,0.994,0.984,0.91,0.908,0.87,0.864,0.864,1.0,0.504,-0.2377976593480859,-0.4101101546554189,1.3955008730657064,-1.1612651849841513,-1.9533305217476267,0.6168750826140433,-2.1873769956616957,20,20,20,20,20,20,20,314.8447145784543
37628567,9,9,1095560544,2.1761652651111376,2.304153415168463,0.89225,0.0335,-0.00995883605404136,0.13804373556659336,0.3524968113218035,0.009275846440522444,0.10604153616087778,0.3111354410648346,1.7054561774710954e-05,378,clone,1,6,7,0.0,0.994,0.984,0.91,0.908,0.866,0.872,0.828,0.998,0.864,-0.2825994478855785,-0.39632538674033196,1.3335015275389093,-1.4196108549282178,-1.7088889795094877,1.571147454640066,-2.579581296312512,20,20,20,20,20,20,20,312.2628893509575
37653146,9,9,1096312969,2.6700867131764614,2.322450080068863,0.9685,0.007,-0.014693173720863545,0.06983717845545875,0.23311534341838624,0.00429571429396876,0.06666574602325757,0.3687918186187744,1.7050758828198913e-05,381,clone,1,6,7,0.0,0.994,0.984,0.912,0.908,0.866,0.846,0.834,1.0,0.98,-0.3205083858459551,-0.36875571485903935,1.3093898194107005,-1.6296899147672228,-1.5470407750109583,1.4230550972021616,-2.6655599593695047,20,20,20,20,20,20,20,311.2310962558634
37677725,9,9,1097009880,2.7279003867708576,2.3427225954039628,0.97875,0.0035,-0.011479200260336733,0.060061173380485604,0.19544980408889906,0.002856394936402683,0.05336321007815145,0.1683449000120163,1.7046926425998428e-05,384,clone,1,6,7,0.0,0.994,0.984,0.912,0.912,0.862,0.864,0.838,0.998,0.992,-0.35152458240684814,-0.32740089084456064,1.1784898152371797,-1.732991760104892,-1.4678293016189121,1.6090282523702588,-2.820291024842958,20,20,20,20,20,20,20,310.4320723553154
37702301,9,9,1097693141,2.721192533838443,2.361646092325687,0.981,0.004,-0.01460801932539436,0.05819839225815875,0.18458860580410277,0.002668862802758148,0.05251073101091953,0.24298323690891266,1.7043064582392446e-05,387,clone,1,6,7,0.0,0.994,0.984,0.912,0.914,0.864,0.844,0.774,1.0,0.996,-0.37564814933683843,-0.27226060228576315,0.8615257345673369,-1.7433213358974164,-1.4058337834606178,2.314695637356098,-4.94014465100434,20,20,20,20,20,20,20,310.07167111235276
37726881,9,9,1098370883,2.7458834416223663,2.380857959790521,0.98225,0.0025,-0.01325762598121184,0.055422055535018444,0.17808962524646804,0.002310302062098691,0.05099125179861273,0.19281922280788422,1.7039173311773628e-05,390,clone,1,6,7,0.0,0.994,0.986,0.912,0.916,0.86,0.874,0.826,1.0,0.998,-0.39287918752988926,-0.21022717991203224,0.5617391171885038,-1.7398781565289647,-1.5057137685878166,3.191473392007702,-5.090625563011379,20,20,20,20,20,20,20,309.4962876325119
37751465,9,9,1099044916,2.7606011637964927,2.3998451199908195,0.98475,0.0025,-0.0128696156662911,0.05406532361216489,0.17088459875612033,0.002190408874802025,0.05081263552641585,0.27970588207244873,1.7035252628644314e-05,393,clone,1,6,7,0.0,0.994,0.986,0.908,0.918,0.86,0.874,0.848,1.0,1.0,-0.4032177765327531,-0.22056612179534277,0.22745874177899733,-1.5918098803794734,-1.4850496750116684,2.9956030217431255,-4.430065931783338,20,20,20,20,20,20,20,308.8833618212616
37776043,9,9,1099713598,2.7847262441648866,2.419089176199523,0.988,0.002,-0.010728744604940792,0.04651546828626167,0.15855422332173302,0.002251591494617363,0.048831083944865634,0.27611398696899414,1.7031302547616456e-05,396,clone,1,7,7,0.0,0.994,0.986,0.908,0.92,0.862,0.904,0.83,1.0,0.998,-0.40666396706510427,-0.16542494885774353,-0.055141785815195896,-1.4437203339532083,-1.343834972623762,4.484874659803633,-4.262164080434875,20,20,20,20,20,20,20,307.9665605282624
37800620,9,9,1100874585,0.19118814605195927,2.3076941246921443,0.51375,0.1375,-0.007078568031377837,0.17494462683898251,0.4978011297125395,0.006620274742647093,0.1161752941251612,0.5465766191482544,1.7027323083411575e-05,399,clone,1,7,7,0.0,0.994,0.986,0.91,0.918,0.856,0.904,0.844,1.0,0.396,-0.4032177765326747,-0.11028346948304897,-0.06892722029864445,-1.2232728490953049,-1.3507238874785323,5.073528966041195,-3.3323167120929265,20,20,20,20,20,20,20,302.67425349779774
37825199,9,9,1101928219,1.9238523331364443,2.2885020351143592,0.852,0.04,-0.007235132934874855,0.12202436818430822,0.37287600760658585,0.006238228074895839,0.10025609725465377,0.47162774205207825,1.7023314250860695e-05,402,clone,1,7,7,0.0,0.994,0.986,0.912,0.916,0.86,0.9,0.826,0.998,0.832,-0.39287918752988926,-0.05514178581511753,-0.017231812867828634,-1.1268152977889887,-1.1578202336420151,4.782750645756607,-3.0712106681136446,20,20,20,20,20,20,20,299.49002101485246
37857973,9,9,1103065454,2.597697505401689,2.303961808628726,0.96775,0.0095,-0.012279618885415145,0.06938485733487389,0.24515022578263523,0.005551256935554322,0.09616416594897857,0.30955231189727783,1.7017923482537883e-05,406,clone,1,7,7,0.0,0.994,0.988,0.914,0.92,0.862,0.898,0.814,1.0,0.974,-0.37564814933683843,0.06548086236344805,0.237797659348321,-0.7409266720284859,-0.9166542563853161,6.155535736741969,-3.0196611454264115,20,20,20,20,20,20,20,297.4258237493858
37882550,9,9,1103815478,2.6940037023907992,2.3234639033168296,0.9745,0.009,-0.014594097096576459,0.06168130135370625,0.19488487359550263,0.004584378910173352,0.08153338697221545,0.2290511280298233,1.701384618213727e-05,409,clone,1,7,7,0.0,0.994,0.988,0.914,0.918,0.86,0.894,0.872,1.0,0.972,-0.3515245824067697,0.179210274810539,0.4204486995215446,-0.33429338636689965,-0.9166542563853161,6.812194501321769,-0.8408521221100418,20,20,20,20,20,20,20,296.53377181980187
37907127,9,9,1104509907,2.7275084852790275,2.3436661324149393,0.97775,0.0045,-0.01449787285777607,0.059963827464906944,0.15774180899773324,0.004803982311083625,0.059775683452330884,0.2691970765590668,1.7009739563617584e-05,412,clone,1,7,7,0.0,0.994,0.988,0.91,0.92,0.862,0.888,0.878,1.0,0.986,-0.24813656143115165,0.2860457256957923,0.32050838584571995,0.16542494885758682,-0.8236239442364849,7.514489253269469,1.3576127632735757,20,20,20,20,20,20,20,295.80857358814956
37931710,9,9,1105177875,2.7706784800157505,2.3650167497949797,0.98425,0.0045,-0.010389787731193272,0.05123221559361333,0.1381568598250548,0.005551574209849129,0.06054156952138458,0.7487793564796448,1.700560364228374e-05,415,clone,1,7,7,0.0,0.994,0.988,0.91,0.918,0.852,0.882,0.864,1.0,0.988,-0.13096155367536486,0.3859867806062142,0.2860457256957923,0.6203210435774986,-1.1819347158221694,7.036348218413748,2.9543580687680744,20,20,20,20,20,20,20,295.2551474914043
37956287,9,9,1105841898,2.753205310013393,2.3844261778059,0.98275,0.0035,-0.014719068693964454,0.05416482070549613,0.1418288213511308,0.002951949786317224,0.058636116928287914,1.255173921585083,1.7001438433549864e-05,418,clone,1,7,7,0.0,0.994,0.99,0.912,0.914,0.854,0.884,0.828,1.0,0.992,7.836121488886955e-14,0.5445089098264108,0.38943298547697736,0.8994267708541872,-1.5057137685877382,5.84875527646655,3.129627440098862,20,20,20,20,20,20,20,294.1817338868926
37980871,9,9,1106566647,-0.2766595911949685,2.2513718893558567,0.31825,0.0415,0.007030288927212712,0.39160713411512826,0.5710624632381257,0.00815783429757825,0.14873904642604646,0.3597813844680786,1.6997243952939233e-05,421,clone,1,8,7,0.0,0.994,0.99,0.912,0.908,0.858,0.876,0.822,1.0,0.2,7.836121488886955e-14,0.6892392872532913,0.3480783481862451,0.7271434838689117,-1.5986972638607693,5.131653681933477,1.233607185078735,20,20,20,20,20,20,20,292.3801351601486
38005450,9,9,1107505406,1.4471297061253392,2.211159780194331,0.75575,0.0485,-0.00506678734643337,0.21750620185819447,0.4297385373686114,0.0077683491150761005,0.12487817160848878,0.3951658308506012,1.699302021608421e-05,424,clone,1,8,7,0.0,0.996,0.99,0.91,0.91,0.866,0.876,0.844,1.0,0.732,0.06548086236360477,0.8201782906889111,0.15508594173699358,0.6478885676285911,-1.4092780666335187,3.466252247099372,-0.03446362261836472,20,20,20,20,20,20,20,290.20351470698614
38030033,9,9,1108313441,2.6040500945179583,2.230804295910512,0.95625,0.0075,-0.012480249728566857,0.09429303772987858,0.21428646932366074,0.00859297808730394,0.08470149770859749,0.7649627327919006,1.6988767238726203e-05,427,clone,1,8,7,0.0,0.996,0.99,0.912,0.91,0.868,0.872,0.842,1.0,0.974,0.12406886246931129,0.8649713149776171,0.15853227859923844,0.5169403744865796,-0.9442178871695349,2.799662545319635,0.7099143805005406,20,20,20,20,20,20,20,289.20768008664294
38054611,9,9,1109000743,2.779342706364209,2.258231216433197,0.983,0.0,-0.010959226995640035,0.0537740108335302,0.1557204627564975,0.005772145844752058,0.06761189984778564,0.23860332369804382,1.698448503671558e-05,430,clone,1,8,7,0.0,0.996,0.99,0.92,0.912,0.876,0.868,0.874,1.0,0.998,0.17576394520530753,0.8890902012682946,0.4170025209084129,0.3205083858460335,-0.28259944788573527,1.757093927168657,1.688228971412778,20,20,20,20,20,20,20,288.74972162503155
38079195,9,9,1109669678,2.793127683882914,2.284976039805683,0.9875,0.001,-0.012007162066170784,0.05062558161623684,0.15894606543911827,0.003654650849416668,0.06637770204264441,0.17392277717590332,1.698017362601165e-05,433,clone,1,8,7,0.0,0.996,0.992,0.92,0.912,0.872,0.876,0.864,1.0,0.994,0.22056612179549953,0.9579995394529239,0.6409967142405308,0.11717616767201271,0.22056612179534277,1.8810379180512065,3.356359150926375,20,20,20,20,20,20,20,287.828356367377
38103772,9,9,1110317209,2.7929414084062767,2.3103743082357124,0.9875,0.001,-0.0147334063615374,0.05281383558003991,0.16273487092536174,0.0034705298740048836,0.059578684653029026,0.9433512091636658,1.6975833022682558e-05,436,clone,1,8,7,0.0,0.996,0.994,0.922,0.91,0.876,0.874,0.83,1.0,0.998,0.25847544735501027,1.0648034641285586,0.8959812541313626,-0.23090504931459163,0.9132087724399303,1.2439414407854366,3.847240979058692,20,20,20,20,20,20,20,287.20134443371563
38128363,9,9,1110945909,2.8084010872134244,2.335275647184598,0.99225,0.0005,-0.010687027629524564,0.05214822010543102,0.15760822250292852,0.002933782983559351,0.058333540383057714,0.3487679958343506,1.697146324290525e-05,439,clone,1,8,7,0.0,0.996,0.994,0.922,0.904,0.874,0.866,0.858,1.0,0.998,0.28949200143638315,1.1371503506390794,1.1095900470663014,-0.7822757155727607,1.3748347805694083,0.5996452113518,4.070186575505798,20,20,20,20,20,20,20,286.8501982091327
38152940,9,9,1111557632,2.8178429294713294,2.3594040112989347,0.9895,0.001,-0.009050674249107639,0.05070219089587529,0.13898228764533996,0.0025947369433318573,0.053074741810560225,0.14848865568637848,1.6967064302965434e-05,442,clone,1,8,7,0.0,0.996,0.994,0.924,0.904,0.874,0.864,0.878,1.0,1.0,0.3136158715711786,1.1750449061302537,1.4196108549282178,-1.3197234659056694,1.8087393224920654,-1.0303513580505494,5.056431463183208,20,20,20,20,20,20,20,286.28311849040944
38177518,9,9,1112404560,0.3002767948415507,2.256447650476065,0.53175,0.2665,-0.014721486704409913,0.2115237882643035,0.572565686341488,0.004953375494700264,0.10690305892265205,0.5067324638366699,1.6962636219257454e-05,445,clone,1,9,7,0.0,0.996,0.996,0.926,0.9,0.876,0.866,0.854,1.0,0.354,0.3308471398027693,1.243941440785593,1.7536507983307519,-1.8293966621140407,2.1357551014306146,-2.004964300248856,5.254706218014291,20,20,20,20,20,20,20,283.9383993067608
38202098,9,9,1113700604,1.1586885892279788,2.2015596974136606,0.7155,0.129,-0.015400674338230775,0.17645920731988893,0.5360218894724943,0.005972051528935023,0.11559301670513997,0.3113931715488434,1.69581790082843e-05,448,clone,1,9,7,0.0,0.996,0.996,0.926,0.9,0.88,0.862,0.874,1.0,0.664,0.34118587221405405,1.27149905843247,2.0393850145822627,-2.225230798212242,2.617413363264325,-3.8369483128600894,3.7477348866984093,20,20,20,20,20,20,20,280.63891242629967
38226677,9,9,1114646871,2.34017316017316,2.2084903705516354,0.9255,0.024,-0.019890026257866445,0.11400151822496862,0.358004921207241,0.007834281048773989,0.10505165919369343,0.40003475546836853,1.6953692686657506e-05,451,clone,1,9,7,0.0,0.996,0.996,0.924,0.904,0.878,0.862,0.822,1.0,0.904,0.34463211144705513,1.3300570265296452,2.211466002235873,-2.369745338127618,2.834042938338341,-4.64582737270744,2.070362399103642,20,20,20,20,20,20,20,279.23760822279274
38251257,9,9,1115358584,2.7401342625403577,2.2350725651510714,0.9865,0.005,-0.011740075888588936,0.06657155678563174,0.2164728781651883,0.004446913669761713,0.07812645596762498,0.23310941457748413,1.69491772710971e-05,454,clone,1,9,7,0.0,0.996,0.996,0.922,0.9,0.88,0.864,0.87,1.0,0.99,0.3411858722142108,1.354168330271202,2.1323135175412484,-2.5314281416676314,3.0540280427358435,-5.346963792209359,2.7687184656622215,20,20,20,20,20,20,20,278.77095314096914
38275835,9,9,1116015879,2.787344785661058,2.2626861761765706,0.988,0.001,-0.012656593088773482,0.05524378274509936,0.17004460519478645,0.003013770630652154,0.05955860621215385,0.2742837071418762,1.6944632778431537e-05,457,clone,1,9,7,0.0,0.996,0.996,0.924,0.896,0.882,0.862,0.866,1.0,0.992,0.330847139802691,1.343834972623762,2.070362399103564,-2.6896318490568922,3.3426207588035073,-5.00171340110999,2.6105349745438726,20,20,20,20,20,20,20,278.34907823624405
38300414,9,9,1116659301,2.802599016715831,2.2896818182035332,0.99275,0.0005,-0.013752275899650506,0.05008277287821711,0.14650475495943316,0.0023710337067942744,0.04721860532407408,1.45216703414917,1.6940059225597642e-05,460,clone,1,9,7,0.0,0.998,0.994,0.924,0.9,0.884,0.86,0.852,1.0,0.994,0.3790943625112523,1.2336071850788914,2.0256169041764944,-2.706825474733655,3.411308840028203,-4.577345689744835,2.3766262450162277,20,20,20,20,20,20,20,278.0324788819839
38333187,9,9,1117508043,2.797882075471698,2.3150918310669413,0.98525,0.0005,-0.011057562548488092,0.050125970146976985,0.1434421445696782,0.002172852255171165,0.04658567055295675,0.1829710453748703,1.693391597992246e-05,464,clone,1,9,7,0.0,1.0,0.994,0.926,0.902,0.882,0.862,0.848,1.0,0.996,0.47903325015457215,1.0958097019047979,2.070362399103564,-2.668998858606805,3.4628184700930262,-4.080473444333714,1.333501527539144,20,20,20,20,20,20,20,277.10528468564866
38357769,9,9,1118142745,2.814560116723846,2.3400652453497863,0.9925,0.0,-0.009845332949995421,0.0486997185418239,0.14188085630154,0.001914328150749684,0.046300919248889655,0.21461372077465057,1.6929274686502805e-05,467,clone,1,9,7,0.0,1.0,0.994,0.924,0.906,0.882,0.862,0.874,1.0,0.998,0.5582930837446485,1.00278913546793,2.0738042563028927,-2.3078141220146904,3.5108890707074227,-3.524622622071173,0.630658899440924,20,20,20,20,20,20,20,276.5500033386185
38382346,9,9,1119227574,0.09765354765000199,2.227944660464797,0.52325,0.2135,-0.005224659811563746,0.18022274666013774,0.4881337084616834,0.007090403808672961,0.09451216385204192,0.813956081867218,1.692460439015274e-05,470,clone,1,10,7,0.0,1.0,0.994,0.922,0.906,0.88,0.862,0.84,1.0,0.348,0.6168750826140433,0.889090201268138,1.9774266851345752,-1.9705421380552024,3.3529245890573383,-2.9887290775492135,0.7064685443198979,20,20,20,20,20,20,20,273.8585490665324
